Math_S11,Critical Reading_S11,Citizen Competencies_S11,Biology_S11,English_S11,Quantitative Reasoning_PRO,Critical Reading_PRO,Citizen Competencies_PRO,English_PRO,Written Communication_PRO,Formulation of Engineering Projects_PRO,Cluster,Efficient
89,76,79,78,95,99,100,99,100,95,206,0,0
70,80,66,72,90,98,51,75,100,71,174,0,0
77,73,71,98,95,100,90,99,100,99,191,0,0
84,66,68,84,100,92,97,99,98,100,190,0,0
74,68,62,76,82,98,97,89,94,96,160,0,1
57,55,47,40,40,98,88,60,81,65,212,0,1
74,62,61,64,80,95,96,92,96,96,152,0,1
73,71,59,88,90,97,86,53,92,97,170,0,0
84,69,62,81,90,92,99,99,99,62,150,0,0
72,70,55,68,82,95,80,95,91,93,154,0,1
77,92,67,83,82,92,88,75,100,61,180,0,0
84,76,66,82,90,70,100,87,100,51,159,0,0
74,74,76,84,85,96,96,99,99,93,178,0,1
97,71,79,92,100,99,98,89,99,85,207,0,0
63,68,62,66,95,100,68,3,93,37,132,0,0
76,78,59,93,100,91,91,79,94,82,175,0,0
77,61,68,70,75,78,88,72,87,100,130,0,1
60,68,73,68,85,71,42,89,93,62,172,0,0
67,66,65,64,82,78,58,98,98,39,152,0,0
78,66,71,87,82,96,95,96,94,90,183,0,1
76,58,68,81,90,98,57,54,96,100,166,0,0
74,63,57,78,82,83,87,80,93,74,188,0,1
91,66,75,80,78,99,94,100,96,46,221,0,0
79,56,71,82,76,92,97,92,93,75,182,0,1
61,63,54,72,75,98,85,80,93,23,171,0,1
67,71,59,65,100,98,87,84,100,85,139,0,1
80,53,59,87,85,100,99,98,96,97,216,0,1
57,66,50,61,76,72,73,54,90,40,195,0,1
74,63,69,75,85,95,80,79,98,80,161,0,1
96,75,71,100,95,100,99,99,99,97,178,0,0
63,61,59,64,82,86,66,32,97,83,151,0,0
79,62,71,68,90,94,92,100,100,28,192,0,0
96,65,72,85,90,99,95,98,96,82,182,0,0
74,69,77,74,100,100,94,99,100,99,167,0,0
66,61,57,58,90,89,78,96,89,68,185,0,1
66,69,68,64,85,92,76,10,96,98,127,0,0
83,78,68,82,78,72,100,92,98,94,146,0,0
80,69,71,81,95,100,100,100,100,99,214,0,1
84,76,79,84,100,96,87,80,98,32,138,0,0
97,68,66,74,100,84,59,51,100,51,141,0,0
67,63,73,66,82,79,94,92,99,98,177,0,1
73,68,62,70,80,100,41,82,96,99,186,0,1
79,63,60,76,90,89,89,77,99,43,122,0,0
79,66,65,72,100,82,75,96,100,91,117,0,0
78,75,65,81,80,95,93,94,99,67,184,0,0
70,63,60,71,85,89,80,98,98,44,167,0,1
71,68,69,78,95,100,98,98,98,56,190,0,0
83,56,65,76,85,94,86,85,95,96,175,0,1
77,60,62,70,76,100,91,95,90,90,194,0,1
59,61,62,55,82,73,66,56,98,88,180,0,1
60,63,46,56,80,85,76,61,95,97,180,0,1
91,70,79,92,90,89,96,100,92,64,206,0,0
67,66,55,67,90,75,24,84,94,95,142,0,0
78,71,69,78,80,95,100,99,99,81,77,0,0
80,63,57,79,82,95,53,65,96,74,90,0,0
89,73,100,99,85,99,95,98,96,45,188,0,0
84,76,73,92,80,96,95,96,99,75,208,0,0
69,61,57,74,68,91,82,59,91,76,149,0,1
67,71,57,72,76,99,80,87,93,95,157,0,1
82,71,62,87,95,100,98,96,99,88,193,0,0
69,71,66,76,73,89,83,87,93,73,176,0,1
86,74,71,82,80,99,78,98,95,60,220,0,0
74,63,75,82,80,99,82,90,92,48,165,0,0
72,62,59,78,75,99,33,72,91,48,100,0,0
57,66,72,63,74,91,47,1,86,99,189,0,0
67,74,73,68,82,93,45,66,99,32,191,0,0
80,68,66,76,90,97,81,94,89,47,187,0,0
96,65,66,71,95,100,98,30,92,61,145,0,0
80,72,57,70,70,90,91,95,73,97,189,0,1
74,72,77,78,95,97,99,94,100,100,181,0,0
82,63,62,73,100,85,52,8,99,95,115,0,0
65,66,55,71,71,75,64,81,91,46,165,0,1
68,61,59,65,67,96,80,83,81,48,163,0,1
63,63,57,65,90,82,87,48,94,76,168,0,1
89,68,69,82,82,100,89,100,95,72,185,0,0
91,70,69,87,100,97,90,88,97,92,210,0,0
67,59,58,58,75,84,59,91,98,63,178,0,1
86,86,64,82,80,98,88,88,97,100,158,0,0
91,76,79,100,90,100,99,97,100,57,215,0,0
90,73,68,66,90,99,89,89,98,59,171,0,0
67,69,59,84,90,83,97,89,96,74,170,0,1
72,71,73,79,95,95,77,90,98,62,184,0,0
70,66,60,66,78,100,78,78,90,99,165,0,1
90,73,69,72,85,100,84,94,99,97,175,0,0
72,61,65,77,90,100,4,7,97,70,98,0,0
80,71,66,70,67,97,80,95,86,94,94,0,1
74,63,71,71,85,92,64,92,98,89,135,0,0
67,65,54,62,76,98,90,80,92,56,109,0,1
80,73,69,73,95,80,61,73,100,70,199,0,0
66,60,59,70,80,96,76,70,96,90,177,0,1
73,69,68,65,95,98,77,95,98,80,185,0,1
70,68,62,68,80,87,87,92,100,87,156,0,1
76,60,73,71,85,98,95,92,99,99,175,0,1
93,78,68,87,90,100,99,95,100,80,189,0,0
77,70,58,71,90,99,84,12,100,82,126,0,0
79,69,77,80,95,99,98,91,100,100,202,0,0
97,76,73,82,95,100,96,100,100,96,186,0,0
89,66,68,74,90,99,100,95,100,89,169,0,1
86,71,100,87,90,98,94,94,97,67,193,0,0
89,63,88,88,95,100,89,90,97,19,168,0,0
84,61,71,82,85,78,98,95,96,98,193,0,1
84,78,62,85,90,88,75,86,96,69,173,0,0
82,65,62,82,95,83,70,85,100,93,171,0,0
86,70,65,92,90,100,99,96,100,99,186,0,0
91,66,69,86,85,100,97,94,95,90,167,0,0
62,48,52,68,78,89,59,62,96,86,181,0,1
50,56,59,64,75,69,66,96,87,70,141,0,1
71,63,69,81,80,96,88,74,96,89,174,0,1
82,68,79,93,95,99,100,74,100,25,174,0,0
65,69,62,77,82,95,72,89,93,82,185,0,1
87,66,76,72,82,91,85,95,93,88,175,0,0
61,61,55,65,80,75,74,67,96,46,166,0,1
82,71,73,76,82,99,100,90,98,99,178,0,1
80,61,65,77,90,86,61,59,91,91,164,0,0
73,61,65,60,80,96,85,31,94,96,171,0,1
78,58,75,74,95,99,88,92,100,97,184,0,1
68,68,54,73,76,79,82,59,95,99,151,0,1
84,63,62,93,78,100,94,96,98,51,190,0,0
68,55,54,72,85,91,76,45,97,91,127,0,1
86,68,79,76,78,98,88,82,100,37,182,0,0
65,58,66,68,95,84,85,73,98,93,148,0,1
82,71,49,77,82,100,97,17,82,87,179,0,0
74,61,55,65,82,87,15,29,94,90,158,0,0
74,63,73,72,82,99,77,78,89,70,175,0,0
80,73,73,99,85,100,93,100,99,85,205,0,0
79,69,59,64,85,78,81,45,97,99,178,0,0
77,55,66,72,100,96,70,59,98,95,165,0,0
78,71,59,65,80,100,72,91,97,96,231,0,1
65,58,66,71,53,86,100,87,78,78,194,0,1
61,66,59,61,71,91,68,68,87,66,156,0,1
66,63,57,66,48,99,93,53,69,2,178,0,0
70,65,66,70,85,95,90,93,100,75,177,0,1
64,58,75,59,71,97,74,66,76,21,174,0,0
63,61,62,65,78,93,46,24,97,56,156,0,0
73,73,69,70,85,42,70,29,98,4,158,0,0
83,70,67,67,85,99,73,84,96,100,189,0,1
84,66,81,74,82,90,91,87,97,91,198,0,0
82,60,62,75,75,97,77,95,93,91,123,0,1
68,68,62,73,82,91,70,94,99,98,175,0,1
59,56,55,59,76,59,76,75,89,94,170,0,1
68,63,59,58,75,99,70,69,90,90,152,0,1
86,71,62,89,95,98,95,84,99,94,194,0,0
82,69,81,72,82,93,85,88,95,55,197,0,0
74,56,59,57,78,58,52,63,92,92,132,0,0
69,69,61,65,90,75,67,12,96,40,77,0,0
73,78,71,68,51,100,98,84,78,97,196,0,1
77,55,61,67,85,95,46,17,94,24,128,0,0
57,53,59,72,78,84,91,78,94,98,161,0,1
73,69,55,70,82,99,94,80,98,93,180,0,1
65,61,52,70,75,77,63,68,97,97,179,0,1
69,72,79,75,67,93,89,84,72,82,181,0,1
72,55,69,67,78,74,68,62,95,62,147,0,0
74,60,57,61,78,75,69,55,91,15,169,0,0
96,69,81,88,90,97,92,100,100,95,200,0,0
69,49,59,68,78,93,58,42,93,76,141,0,1
89,71,65,87,80,98,99,98,100,94,212,0,1
82,76,79,79,100,99,88,54,100,44,124,0,0
63,70,71,61,85,88,66,94,99,51,191,0,1
66,68,59,71,78,95,81,74,98,62,92,0,0
77,62,61,73,85,100,95,73,95,62,160,0,1
56,63,62,59,73,66,38,37,97,94,146,0,0
80,80,57,74,80,100,73,87,97,32,174,0,0
77,62,67,75,73,97,98,78,81,92,197,0,1
84,63,69,79,70,98,72,73,89,7,172,0,0
79,71,71,88,85,94,94,92,92,96,171,0,0
77,65,59,68,68,74,80,8,90,95,207,0,0
80,72,66,78,65,75,91,98,89,12,202,0,0
77,69,57,70,82,99,78,64,92,76,180,0,1
83,80,77,76,90,96,98,94,96,10,206,0,0
83,69,71,76,82,100,100,79,94,66,196,0,0
67,55,62,68,78,88,79,79,96,35,168,0,1
90,65,52,66,76,87,93,60,97,67,173,0,1
77,65,79,69,85,61,22,86,95,94,148,0,0
68,66,62,79,85,94,75,75,97,84,188,0,1
70,63,66,64,95,98,94,81,99,95,186,0,1
67,55,54,56,76,83,51,74,86,93,168,0,1
78,76,73,68,85,93,96,88,89,75,166,0,0
65,69,66,61,76,88,100,89,72,92,168,0,1
76,76,79,78,71,95,94,95,94,4,201,0,0
69,62,64,78,70,93,96,79,89,25,152,0,0
64,53,49,85,70,96,33,75,88,41,176,0,0
65,53,66,63,90,73,85,74,92,95,155,0,1
68,63,57,78,76,90,89,76,96,38,210,0,1
57,73,69,56,73,97,67,84,94,43,205,0,1
66,76,59,77,95,93,86,88,98,87,187,0,1
53,53,57,53,85,82,65,85,98,40,181,0,1
73,69,71,71,82,96,93,85,98,38,161,0,0
77,58,66,74,90,99,90,93,95,74,163,0,1
73,63,68,70,85,87,86,90,98,97,141,0,1
77,76,69,70,85,78,93,91,97,69,160,0,0
90,69,59,70,82,100,70,87,97,33,197,0,0
59,63,49,68,76,54,83,54,91,78,174,0,1
73,65,52,74,78,81,36,93,92,85,98,0,0
67,61,59,65,75,96,96,93,96,100,192,0,1
66,63,59,75,80,94,73,83,93,88,164,0,1
77,76,79,82,95,91,92,76,97,68,212,0,0
91,76,63,80,90,98,97,95,98,91,222,0,0
86,66,71,80,100,95,98,87,100,53,198,0,0
71,63,59,76,95,100,83,91,99,63,187,0,1
80,71,59,85,85,100,76,37,98,85,200,0,0
65,62,52,68,78,88,83,67,93,88,165,0,1
74,66,71,80,82,99,76,91,98,96,213,0,1
96,71,68,77,82,100,98,90,100,99,180,0,0
69,48,66,63,82,93,73,89,99,3,167,0,0
72,62,67,84,78,94,96,73,87,98,160,0,1
68,58,57,62,70,91,62,53,82,71,162,0,1
71,73,69,88,95,91,98,100,100,92,214,0,1
86,70,62,93,85,96,71,93,94,0,146,0,0
74,59,61,70,68,86,79,58,89,78,141,0,1
67,77,70,78,78,98,90,100,95,89,182,0,1
79,79,62,82,85,99,83,96,93,91,184,0,0
79,67,66,73,85,79,1,62,96,97,172,0,0
65,69,52,61,68,83,76,80,85,91,162,0,1
65,56,67,65,68,70,86,91,95,94,166,0,1
76,68,69,93,90,100,99,71,100,82,224,0,0
64,66,75,70,71,90,92,100,91,72,185,0,1
60,71,62,65,58,99,46,91,73,70,179,0,1
74,59,62,77,80,94,68,81,97,78,203,0,1
67,65,64,73,80,98,69,76,98,89,195,0,1
73,61,52,77,90,99,93,90,98,99,168,0,1
72,56,65,72,82,97,85,94,99,26,214,0,1
74,78,65,79,82,91,93,89,98,76,135,0,0
72,51,66,77,85,89,56,65,94,75,173,0,0
67,68,66,76,74,100,67,98,85,87,179,0,1
71,73,73,75,95,97,95,100,98,90,202,0,1
69,75,62,78,85,55,79,92,98,99,174,0,0
69,59,58,67,90,99,94,91,100,77,183,0,1
83,63,47,76,76,96,94,89,81,29,206,0,1
79,68,73,73,90,99,95,100,98,8,198,0,0
72,66,64,77,85,97,94,97,95,100,178,0,1
93,58,100,88,95,97,96,99,97,69,191,0,0
91,76,72,70,90,95,95,98,98,83,189,0,0
59,63,81,65,80,57,87,94,97,20,154,0,0
72,62,61,74,82,99,86,75,99,72,148,0,1
63,63,66,70,56,88,77,84,82,2,157,0,0
85,76,77,94,62,99,92,100,97,68,195,0,0
79,63,62,75,90,100,96,97,97,100,188,0,1
81,63,69,63,70,79,75,60,92,22,155,0,0
77,73,73,85,100,100,88,94,100,71,196,0,0
100,73,68,84,95,99,92,69,100,48,149,0,0
59,56,65,64,76,89,46,25,95,39,162,0,0
74,75,75,71,95,99,79,88,97,71,152,0,0
57,66,58,68,76,93,75,86,92,100,185,0,1
77,60,62,71,82,91,99,91,98,98,178,0,1
69,70,59,77,80,93,92,90,90,13,190,0,0
61,82,62,70,82,69,79,95,99,22,196,0,0
72,65,61,72,90,95,62,97,96,98,176,0,1
59,60,54,58,76,83,43,71,88,51,137,0,1
63,63,69,78,85,90,93,90,91,78,168,0,1
61,63,73,73,70,88,100,80,85,59,101,0,1
86,65,62,82,95,86,64,97,96,94,185,0,0
84,63,65,93,95,99,98,100,100,98,209,0,0
84,63,62,76,82,99,72,98,95,93,160,0,1
93,69,68,81,85,100,84,95,98,54,170,0,0
82,63,59,77,82,93,82,90,99,95,198,0,1
68,53,57,54,59,89,72,81,84,95,208,0,1
67,55,54,70,82,100,91,15,95,96,197,0,1
67,69,57,73,49,96,53,46,79,78,151,0,1
63,66,57,66,78,99,53,83,88,1,170,0,0
69,70,57,76,95,94,73,36,96,16,170,0,0
68,63,52,64,75,100,42,21,98,30,132,0,0
74,74,67,68,82,91,96,100,94,30,180,0,0
73,66,71,73,90,78,98,80,96,92,142,0,0
84,75,75,87,90,96,81,97,100,75,176,0,0
68,73,57,67,78,95,84,86,85,90,203,0,1
74,63,62,65,55,98,70,96,88,87,196,0,1
58,61,69,57,65,65,92,78,77,36,184,0,1
69,71,81,70,80,99,99,91,92,89,165,0,1
80,58,77,72,74,98,89,85,95,58,155,0,1
82,55,57,79,95,98,87,67,96,60,165,0,0
76,68,79,81,95,97,99,99,100,81,213,0,0
65,62,79,87,90,97,94,97,96,99,167,0,1
61,79,59,64,76,91,84,76,92,87,170,0,1
91,62,73,93,90,98,98,100,100,22,182,0,0
59,63,50,64,71,91,82,63,91,79,214,0,1
59,56,65,65,71,70,74,66,94,88,185,0,1
67,59,67,72,48,92,86,100,75,50,181,0,1
67,74,73,64,76,96,89,84,90,77,149,0,1
71,58,57,68,75,73,62,48,96,81,153,0,0
74,63,59,100,75,90,44,70,99,58,153,0,0
83,72,82,68,80,97,81,71,96,36,204,0,0
66,75,52,61,80,91,75,73,94,75,75,0,1
72,64,50,76,72,89,83,87,79,69,162,0,1
86,69,62,100,82,99,99,92,100,7,192,0,0
70,75,72,74,90,94,93,85,95,43,141,0,0
69,65,53,60,73,99,88,59,91,12,157,0,0
82,69,71,98,80,98,100,77,98,93,186,0,0
83,76,91,86,72,95,88,84,90,91,193,0,0
63,76,66,80,85,85,92,96,100,71,177,0,1
74,63,62,72,80,100,93,90,90,87,202,0,1
55,55,41,57,52,99,65,74,80,20,161,0,1
53,70,64,64,80,93,57,69,95,0,198,0,0
97,76,73,100,90,99,59,10,100,93,205,0,0
85,66,63,83,90,100,96,96,100,86,183,0,1
86,66,65,87,95,97,79,90,97,94,179,0,0
77,59,62,93,80,99,98,91,95,26,212,0,0
61,58,60,65,52,98,78,82,46,60,140,0,1
65,50,52,61,56,99,89,92,79,79,177,0,1
69,58,62,71,78,91,49,59,88,42,190,0,0
71,65,62,78,95,95,95,86,96,80,148,0,1
98,72,82,100,95,100,99,100,99,93,217,0,0
80,71,62,70,82,99,93,88,100,65,141,0,1
67,58,65,64,76,96,76,60,95,36,167,0,1
67,59,61,62,48,92,75,81,57,74,186,0,1
69,60,62,61,59,93,77,79,72,88,183,0,1
77,65,79,79,85,96,90,82,100,23,170,0,0
59,55,59,62,65,86,51,77,80,96,182,0,1
86,84,73,71,90,99,92,91,100,98,209,0,0
67,65,69,79,95,99,75,88,95,95,205,0,1
59,71,50,56,64,82,80,68,87,69,173,0,1
67,49,58,62,90,85,85,96,95,92,192,0,1
67,58,59,63,64,81,88,79,86,21,194,0,1
85,67,57,73,71,100,91,60,74,46,215,0,0
77,60,67,75,77,99,88,89,82,86,160,0,1
75,67,62,69,81,90,93,87,98,86,185,0,1
75,62,61,63,77,96,77,46,89,80,156,0,1
74,75,65,65,65,97,95,84,68,85,177,0,1
72,72,77,70,88,100,89,89,99,88,148,0,1
72,63,67,67,85,94,92,93,94,100,149,0,1
81,67,64,73,77,100,83,80,96,93,178,0,1
62,65,64,70,79,75,77,74,89,98,190,0,1
61,57,59,65,48,98,81,18,84,45,143,0,1
66,60,69,64,68,63,95,52,75,93,75,0,0
90,78,64,76,82,97,66,78,93,89,160,0,0
87,62,69,78,93,99,93,94,97,91,156,0,0
81,92,69,73,81,97,95,90,94,87,204,0,0
75,67,69,75,71,100,89,93,93,77,77,0,1
70,67,69,72,59,83,63,79,52,95,133,0,0
79,67,69,75,79,95,46,70,80,40,168,0,0
81,65,65,75,65,89,66,72,90,60,180,0,0
66,67,62,73,60,99,98,77,61,65,158,0,1
64,63,66,65,59,93,82,91,87,98,87,0,1
72,65,62,69,58,75,47,28,68,95,167,0,0
75,72,71,84,60,100,97,95,89,92,177,0,1
79,67,73,83,88,99,85,91,89,96,183,0,0
83,72,69,77,79,97,87,88,88,76,210,0,0
100,78,88,85,88,100,96,96,97,74,183,0,0
83,75,77,72,88,100,96,93,90,91,179,0,0
79,69,67,74,88,94,86,84,98,93,136,0,0
77,60,65,76,79,100,85,98,91,61,185,0,1
81,63,77,77,88,95,92,88,96,96,179,0,1
87,69,67,83,93,98,94,100,96,93,168,0,0
85,78,67,73,88,100,97,88,98,73,220,0,0
74,69,63,66,56,94,93,93,81,49,159,0,1
75,63,71,73,88,97,82,97,96,79,79,0,0
67,75,73,73,59,97,61,80,84,95,160,0,1
72,67,67,69,73,100,97,99,87,94,185,0,1
66,69,59,66,67,86,57,27,90,52,175,0,0
67,65,61,67,61,100,74,20,75,18,75,0,0
62,75,62,61,71,65,93,15,91,78,156,0,0
77,79,80,91,100,100,99,97,100,100,203,0,0
57,55,57,58,45,77,52,39,54,100,178,0,1
79,72,67,71,100,99,95,55,99,90,151,0,0
70,61,67,74,70,99,71,81,83,30,163,0,0
69,48,69,70,59,100,56,59,82,6,82,0,0
69,48,61,60,73,76,43,66,85,91,91,0,1
74,56,62,67,49,89,22,87,45,95,190,0,1
74,52,64,67,60,96,70,47,64,13,64,0,0
60,63,61,71,64,98,92,96,87,63,87,0,1
81,75,64,65,79,96,76,63,79,99,142,0,0
66,61,56,68,71,94,78,85,85,78,159,0,1
79,65,67,73,75,96,35,87,72,90,183,0,0
83,75,62,77,93,99,87,61,96,16,184,0,0
66,57,53,65,63,99,63,76,78,84,78,0,1
81,72,80,78,60,97,99,97,90,59,185,0,1
79,84,78,75,75,99,98,98,95,32,220,0,0
74,69,60,73,58,97,86,33,78,85,85,0,0
100,84,75,79,69,100,97,93,90,95,201,0,0
69,63,64,67,73,82,93,82,80,23,80,0,0
77,67,71,72,82,100,74,89,99,93,185,0,1
90,61,77,82,77,99,95,95,90,92,188,0,1
85,67,67,78,68,98,100,89,80,69,181,0,1
63,84,62,76,66,99,95,92,85,92,85,0,1
83,69,69,73,71,100,98,97,89,89,170,0,1
75,67,61,70,79,80,81,4,92,58,82,0,0
85,69,70,77,75,98,95,90,93,39,185,0,0
64,63,78,65,79,93,95,44,96,19,96,0,0
95,72,67,62,58,100,89,93,61,54,54,0,0
66,48,51,58,53,83,53,62,77,86,86,0,1
63,65,65,64,64,87,87,67,70,69,177,0,1
77,60,70,69,56,94,89,53,50,26,184,0,0
75,56,65,64,88,81,84,84,90,42,90,0,0
87,75,72,96,75,98,78,99,92,86,218,0,0
70,67,71,76,60,95,93,100,94,99,99,0,1
70,60,67,71,79,97,86,67,93,20,147,0,0
59,72,67,69,88,68,89,59,100,91,174,0,1
83,83,81,77,88,96,97,96,97,90,171,0,0
65,75,77,70,59,91,37,75,91,11,91,0,0
60,55,59,61,66,97,55,70,75,48,156,0,1
67,79,67,79,77,100,86,86,85,55,176,0,0
67,61,71,71,61,98,98,86,82,49,217,0,1
74,63,65,62,79,93,72,70,94,93,176,0,1
95,75,80,86,100,95,98,98,99,96,210,0,0
58,57,65,69,59,84,2,86,84,52,174,0,0
64,65,59,66,49,68,80,79,59,23,155,0,0
75,67,65,71,57,98,92,79,83,100,198,0,1
56,63,64,67,58,91,91,73,87,81,180,0,1
95,78,80,88,100,99,100,98,99,84,181,0,0
87,75,77,75,81,97,96,97,92,71,201,0,0
75,72,75,67,88,98,97,92,96,5,188,0,0
87,63,67,71,82,97,92,63,88,93,150,0,0
79,67,69,72,67,99,65,89,93,96,96,0,1
64,52,50,61,55,91,57,86,58,61,150,0,1
56,63,59,63,71,75,93,42,90,41,97,0,0
77,65,71,69,65,86,54,61,81,68,167,0,0
72,65,69,73,61,96,89,34,73,62,154,0,0
57,63,50,60,71,87,86,68,83,81,162,0,1
92,60,62,78,100,100,82,99,95,71,203,0,0
77,62,64,78,58,92,66,98,76,97,198,0,1
75,69,49,80,71,93,81,28,69,93,163,0,0
63,57,61,63,56,99,21,60,71,72,186,0,1
69,60,54,69,49,91,44,69,77,51,143,0,1
67,65,65,69,71,86,75,69,81,95,95,0,1
69,63,53,68,70,82,65,43,74,74,74,0,0
61,61,54,57,59,63,36,66,74,94,169,0,1
66,67,81,74,85,100,96,99,96,100,187,0,1
87,75,64,86,88,99,94,86,97,100,210,0,0
81,67,75,80,81,86,87,97,97,69,158,0,0
69,69,67,75,73,85,85,90,93,100,160,0,1
72,67,64,69,69,92,91,82,86,43,160,0,1
63,54,64,68,59,97,86,95,84,87,147,0,1
59,65,62,65,75,89,91,87,92,0,92,0,0
56,79,60,72,60,83,54,30,68,53,156,0,0
66,62,65,73,65,89,86,98,78,53,193,0,1
75,75,71,66,88,81,78,96,95,39,196,0,0
64,67,59,69,53,90,93,91,74,64,167,0,1
74,54,56,73,71,89,54,85,90,49,139,0,0
100,75,80,100,100,100,100,100,99,76,202,0,0
58,57,70,69,48,94,64,79,71,75,186,0,1
77,69,67,71,93,88,93,82,98,79,163,0,0
67,75,65,69,88,97,88,85,92,80,186,0,1
83,63,67,68,93,97,49,70,94,85,125,0,0
77,60,61,71,71,88,92,78,82,38,38,0,0
95,83,77,80,100,99,99,94,99,98,203,0,0
89,72,78,89,79,99,90,95,89,92,179,0,0
77,55,69,74,63,98,94,32,68,59,59,0,0
85,67,75,83,93,98,92,95,100,94,162,0,0
81,78,69,72,100,91,92,39,93,66,104,0,0
77,75,80,67,93,98,79,100,96,78,181,0,0
81,67,69,81,100,98,90,30,99,73,130,0,0
70,69,70,75,62,100,86,71,69,97,69,0,0
72,54,73,70,93,95,80,83,93,63,159,0,0
59,47,57,69,65,94,76,42,84,14,114,0,0
75,58,64,70,62,100,90,89,85,94,187,0,1
67,70,78,70,68,88,91,91,87,86,206,0,1
61,75,65,65,68,76,93,90,90,78,168,0,1
57,63,65,55,73,83,78,71,83,6,161,0,0
58,58,60,63,58,87,79,83,82,78,160,0,1
69,61,62,77,61,76,84,86,78,83,78,0,1
59,51,59,64,67,48,81,70,75,81,75,0,1
81,60,60,64,56,97,86,52,56,38,56,0,0
77,65,61,82,93,100,96,29,97,93,122,0,0
69,57,67,71,81,84,63,49,88,5,169,0,0
75,63,69,76,84,98,93,88,93,94,148,0,1
74,65,65,74,60,91,30,73,74,75,187,0,0
77,65,71,71,71,97,100,95,91,97,187,0,1
87,69,67,70,59,96,85,85,83,82,192,0,1
77,67,69,70,70,99,89,93,92,100,187,0,1
69,58,61,73,71,99,93,99,93,70,93,0,1
75,67,64,74,88,100,79,87,92,36,180,0,0
68,77,81,78,89,80,52,85,97,33,149,0,0
99,67,88,82,100,91,95,96,100,99,182,0,0
59,60,71,69,54,89,86,88,57,92,190,0,1
72,63,80,72,61,88,78,92,36,66,178,0,0
64,58,57,57,55,83,77,43,79,98,141,0,1
63,65,67,67,69,69,31,94,86,98,168,0,1
66,67,73,73,60,100,95,97,92,68,176,0,1
56,58,53,54,61,77,68,51,75,51,139,0,1
87,72,83,77,60,100,94,100,89,96,196,0,1
90,63,77,84,88,100,94,94,92,95,211,0,0
92,92,73,86,88,100,99,73,98,97,197,0,0
67,62,64,65,84,99,95,91,89,21,89,0,0
72,65,67,64,82,60,50,25,89,73,150,0,0
79,69,70,67,93,96,90,97,93,74,177,0,0
85,67,57,73,64,97,45,67,89,70,70,0,0
89,72,66,75,93,99,93,85,98,89,189,0,0
77,67,66,70,73,100,64,54,87,17,171,0,0
87,75,75,79,67,98,99,96,76,88,154,0,0
81,61,56,68,82,78,91,91,92,91,174,0,1
87,79,78,82,81,100,97,86,92,79,173,0,0
89,79,88,86,100,100,98,100,95,33,198,0,0
79,69,73,77,88,98,96,98,96,96,200,0,1
83,92,78,90,100,100,98,99,100,52,204,0,0
85,79,69,81,79,91,94,81,98,88,163,0,0
70,58,61,66,67,99,66,49,68,66,176,0,1
75,72,65,88,64,92,92,74,92,40,180,0,0
100,78,75,81,100,100,99,86,98,75,189,0,0
75,58,67,73,75,100,98,96,93,36,93,0,0
74,69,62,72,93,100,97,96,98,94,202,0,1
74,61,65,71,88,94,70,69,86,10,165,0,0
72,65,73,78,61,98,73,77,50,100,214,0,1
64,61,57,61,58,83,49,64,73,41,162,0,1
77,75,67,73,71,92,89,93,95,86,95,0,1
85,91,69,76,88,99,84,61,94,100,196,0,0
85,67,65,65,67,99,94,74,88,79,156,0,1
75,67,57,75,69,99,66,89,86,93,173,0,1
65,67,65,60,57,91,87,77,86,73,216,0,1
81,75,75,72,75,98,92,80,91,79,169,0,0
70,60,67,71,58,91,74,75,82,10,82,0,0
87,63,78,75,88,100,93,89,97,92,159,0,0
85,60,69,78,100,98,74,77,95,29,165,0,0
79,78,77,65,61,96,98,79,68,94,119,0,0
65,69,67,73,77,98,59,55,85,71,210,0,0
55,63,52,60,59,78,53,74,75,99,150,0,1
64,57,61,63,53,55,55,82,84,58,153,0,1
87,72,62,72,88,94,75,89,92,60,193,0,0
67,62,65,60,56,88,47,68,69,83,69,0,0
83,75,73,86,93,100,100,99,100,65,181,0,0
87,67,67,71,66,99,99,89,73,79,190,0,1
58,67,65,60,57,90,79,70,83,46,135,0,1
95,83,81,87,100,96,100,97,100,0,153,0,0
66,63,63,69,60,93,51,79,61,84,142,0,1
58,60,62,71,55,85,41,68,82,47,147,0,0
77,60,63,65,59,98,92,46,76,91,167,0,1
87,83,67,80,75,91,84,90,83,30,30,0,0
83,79,75,90,73,98,84,92,88,36,175,0,0
75,55,67,65,60,93,58,90,82,12,129,0,0
72,58,69,65,59,77,76,68,83,95,169,0,1
67,60,55,67,68,93,71,34,64,67,121,0,0
67,57,56,68,54,81,81,76,79,16,167,0,1
72,75,77,74,100,92,92,67,91,93,170,0,0
77,65,61,75,65,99,83,96,86,91,173,0,1
69,65,75,64,53,98,76,73,82,27,188,0,1
66,63,60,66,64,71,70,85,68,85,159,0,1
55,63,51,57,61,82,71,91,73,35,135,0,1
72,65,69,78,85,92,88,94,98,67,199,0,1
65,75,65,67,88,91,75,92,97,73,188,0,1
61,58,71,64,68,81,51,89,79,63,186,0,1
59,55,62,84,84,91,74,44,88,82,153,0,0
58,58,53,60,50,79,45,48,64,97,149,0,1
74,69,61,74,82,97,84,81,94,94,193,0,1
67,58,62,71,59,99,88,86,79,86,185,0,1
55,60,65,63,79,72,93,62,97,100,170,0,1
